number,Date,date1,total_cost,subtotal,country,total_payed,excise_tax,free_shipping,Margin $,Margin %
#223427,2/26/2021,2/26/2021,25.5,39.44,US,45.27,0,FALSE,12.1292,30.75%
#223426,2/26/2021,2/26/2021,53.08,83.47,US,83.47,0,TRUE,27.0512,32.41%
#223425,2/26/2021,2/26/2021,0,200.9,US,200.9,0,TRUE,192.864,96.00%
#223424,2/26/2021,2/26/2021,38,81.23,US,81.23,0,TRUE,39.9808,49.22%
#223423,2/26/2021,2/26/2021,27.98,51.13,US,55.1,0,FALSE,20.946,40.97%
#223422,2/26/2021,2/26/2021,31.5,158.74,US,166.73,0,TRUE,120.5708,75.95%
#223421,2/26/2021,2/26/2021,16.7,40.33,US,43.92,0,FALSE,21.8732,54.24%
#223420,2/26/2021,2/26/2021,28,47.6,US,55.59,0,FALSE,17.3764,36.51%
#223419,2/26/2021,2/26/2021,23.2,37.75,US,41.34,0,FALSE,12.8964,34.16%
#223418,2/26/2021,2/26/2021,14,20.17,US,24.5,0,FALSE,5.19,25.73%
#223417,2/26/2021,2/26/2021,70,106.84,US,106.84,0,TRUE,32.5664,30.48%
#223416,2/26/2021,2/26/2021,16.25,28.22,US,32.02,0,FALSE,10.6892,37.88%
#223415,2/26/2021,2/26/2021,0,96.6,US,96.6,0,TRUE,92.736,96.00%
#223414,2/26/2021,2/26/2021,34,45.56,US,49.53,0,FALSE,9.5788,21.02%
#223413,2/26/2021,2/26/2021,7,12.56,US,16.15,0,FALSE,4.914,39.12%
#223412,2/26/2021,2/26/2021,17.95,68.67,US,72.64,0,FALSE,47.8144,69.63%
#223411,2/26/2021,2/26/2021,49.5,76.69,US,76.69,0,TRUE,24.1224,31.45%
#223410,2/26/2021,2/26/2021,40.05,94.83,US,98.63,0,TRUE,50.8348,53.61%
#223409,2/26/2021,2/26/2021,30.8,51.96,US,56.78,0,FALSE,18.8888,36.35%
#223408,2/26/2021,2/26/2021,54,97.11,US,101.93,0,TRUE,39.0328,40.19%
#223407,2/26/2021,2/26/2021,12.44,24.22,US,27.81,0,FALSE,10.6676,44.04%
#223406,2/26/2021,2/26/2021,36.12,68.42,US,76.41,0,FALSE,29.2436,42.74%
#223405,2/26/2021,2/26/2021,0,73.05,US,78.63,0,FALSE,69.9048,95.69%
#223404,2/26/2021,2/26/2021,12.5,21.14,US,24.35,0,FALSE,7.666,36.26%
#223403,2/26/2021,2/26/2021,55,102.4,US,102.4,0,TRUE,43.304,42.29%
#223402,2/26/2021,2/26/2021,9.7,24.52,US,28.11,0,FALSE,13.6956,55.85%
#223401,2/26/2021,2/26/2021,62,129.71,US,129.71,0,TRUE,62.5216,48.20%
#223400,2/26/2021,2/26/2021,43.5,75.01,US,75.01,0,TRUE,28.5096,38.01%
#223399,2/26/2021,2/26/2021,28,47.6,US,55.59,0,FALSE,17.3764,36.51%
#223398,2/26/2021,2/26/2021,39,68.86,US,76.85,0,FALSE,26.786,38.90%
#223397,2/26/2021,2/26/2021,21.59,37.97,US,41.65,0,FALSE,14.714,38.75%
#223396,2/26/2021,2/26/2021,17,33.95,US,40.11,0,FALSE,15.3456,45.20%
#223395,2/26/2021,2/26/2021,21.96,37.96,US,41.93,0,FALSE,14.3228,37.73%
#223394,2/26/2021,2/26/2021,0,19.79,US,23,0,FALSE,18.87,95.35%
#223393,2/26/2021,2/26/2021,16.44,37.22,US,41.19,0,FALSE,19.1324,51.40%
#223392,2/26/2021,2/26/2021,0,170.97,US,170.97,0,TRUE,164.1312,96.00%
#223391,2/26/2021,2/26/2021,33.69,66.22,US,75.54,0,FALSE,29.5084,44.56%
#223390,2/26/2021,2/26/2021,30,59.48,US,67.47,0,FALSE,26.7812,45.03%
#223389,2/26/2021,2/26/2021,24,52.49,US,58.32,0,FALSE,26.1572,49.83%
#223388,2/26/2021,2/26/2021,45.36,72.94,US,79.1,0,FALSE,24.416,33.47%
#223387,2/26/2021,2/26/2021,27.5,42.85,US,50.84,0,FALSE,13.3164,31.08%
#223386,2/26/2021,2/26/2021,12.29,30.7,US,34.67,0,FALSE,17.0232,55.45%
#223385,2/26/2021,2/26/2021,40.15,71.67,US,76.49,0,FALSE,28.4604,39.71%
#223384,2/26/2021,2/26/2021,11,25.31,US,29.28,0,FALSE,13.1388,51.91%
#223383,2/26/2021,2/26/2021,88.4,208.65,US,238.04,0,TRUE,110.7284,53.07%
#223382,2/26/2021,2/26/2021,0,104.26,US,112.25,0,TRUE,99.77,95.69%
#223381,2/26/2021,2/26/2021,35.25,90.85,NL,113.24,0,TRUE,51.0704,56.21%
#223379,2/26/2021,2/26/2021,66.5,81.32,US,81.32,0,TRUE,11.5672,14.22%
#223378,2/26/2021,2/26/2021,46.87,99.34,US,99.34,0,TRUE,48.4964,48.82%
#223377,2/26/2021,2/26/2021,12,25.73,US,29.7,0,FALSE,12.542,48.74%
#223376,2/26/2021,2/26/2021,49,76.84,US,76.84,0,TRUE,24.7664,32.23%
#223375,2/26/2021,2/26/2021,19.94,39.89,US,43.86,0,FALSE,18.1956,45.61%
#223374,2/26/2021,2/26/2021,7.85,11.99,US,16.18,0,FALSE,3.4928,29.13%
#223373,2/26/2021,2/26/2021,13.25,27.23,US,30.82,0,FALSE,12.7472,46.81%
#223372,2/26/2021,2/26/2021,15,24.3,US,27.89,0,FALSE,8.1844,33.68%
#223371,2/26/2021,2/26/2021,0,66.44,US,69.65,0,FALSE,63.654,95.81%
#223370,2/26/2021,2/26/2021,0,85.8,US,100.01,0,TRUE,81.7996,95.34%
#223368,2/26/2021,2/26/2021,19.5,36.03,US,41.86,0,FALSE,14.8556,41.23%
#223367,2/26/2021,2/26/2021,26,44.24,US,47.92,0,FALSE,16.3232,36.90%
#223366,2/26/2021,2/26/2021,33,38.23,US,46.22,0,FALSE,3.3812,8.84%
#223365,2/26/2021,2/26/2021,19.44,39.34,US,50.19,0,FALSE,17.8924,45.48%
#223364,2/26/2021,2/26/2021,10,29.4,US,32.85,0,FALSE,18.086,61.52%
#223363,2/26/2021,2/26/2021,14,25.13,US,33.12,0,FALSE,9.8052,39.02%
#223362,2/26/2021,2/26/2021,8.25,12.34,US,15.93,0,FALSE,3.4528,27.98%
#223361,2/26/2021,2/26/2021,42,64.5,US,68.47,0,FALSE,19.7612,30.64%
#223359,2/26/2021,2/26/2021,3.25,8.97,US,12.12,0,FALSE,5.2352,58.36%
#223358,2/26/2021,2/26/2021,107.36,197.42,US,197.42,0,TRUE,82.1632,41.62%
#223357,2/26/2021,2/26/2021,26,49.36,US,57.35,0,FALSE,21.066,42.68%
#223355,2/26/2021,2/26/2021,20.4,35.5,US,39.47,0,FALSE,13.5212,38.09%
#223354,2/26/2021,2/26/2021,21,37.97,US,43.95,0,FALSE,15.212,40.06%
#223353,2/26/2021,2/26/2021,22.5,36.34,US,42.5,0,FALSE,12.14,33.41%
#223352,2/26/2021,2/26/2021,21.25,43.24,US,48.06,0,FALSE,20.0676,46.41%
#223351,2/26/2021,2/26/2021,0,20.51,US,24.1,0,FALSE,19.546,95.30%
#223350,2/26/2021,2/26/2021,53.5,77.54,US,77.54,0,TRUE,20.9384,27.00%
#223349,2/26/2021,2/26/2021,12.5,23.48,US,28.5,0,FALSE,9.84,41.91%
#223348,2/26/2021,2/26/2021,0,34.23,US,38.2,0,FALSE,32.702,95.54%
#223347,2/26/2021,2/26/2021,14.25,23.91,US,27.88,0,FALSE,8.5448,35.74%
#223346,2/26/2021,2/26/2021,30.75,47.93,US,54.09,0,FALSE,15.0164,31.33%
#223345,2/25/2021,2/25/2021,40.65,76.69,US,76.69,0,TRUE,32.9724,42.99%
#223344,2/25/2021,2/25/2021,36.11,51.75,US,59.74,0,FALSE,13.2504,25.60%
#223343,2/25/2021,2/25/2021,169.4,322.89,QA,354.48,0,TRUE,139.3108,43.14%
#223342,2/25/2021,2/25/2021,12.5,46.96,US,50.93,0,FALSE,32.4228,69.04%
#223341,2/25/2021,2/25/2021,5.5,12.23,US,15.68,0,FALSE,6.1028,49.90%
#223340,2/25/2021,2/25/2021,78.2,116.02,US,124.43,0,TRUE,32.8428,28.31%
#223339,2/25/2021,2/25/2021,52.5,72.42,US,80.41,0,FALSE,16.7036,23.06%
#223338,2/25/2021,2/25/2021,80.18,139.44,US,139.44,0,TRUE,53.6824,38.50%
#223337,2/25/2021,2/25/2021,76,79.93,US,79.93,0,TRUE,0.7328,0.92%
#223335,2/25/2021,2/25/2021,15.09,45.43,US,53.65,0,FALSE,28.194,62.06%
#223334,2/25/2021,2/25/2021,11,23.48,US,31.47,0,FALSE,11.2212,47.79%
#223333,2/25/2021,2/25/2021,8.01,20.49,US,24.08,0,FALSE,11.5168,56.21%
#223331,2/25/2021,2/25/2021,6.25,12.23,US,15.44,0,FALSE,5.3624,43.85%
#223330,2/25/2021,2/25/2021,60,122.48,US,122.48,0,TRUE,57.5808,47.01%
#223329,2/25/2021,2/25/2021,16,28.88,US,33.7,0,FALSE,11.532,39.93%
#223327,2/25/2021,2/25/2021,19.5,35.17,US,43.16,0,FALSE,13.9436,39.65%
#223326,2/25/2021,2/25/2021,39,65.65,US,70.16,0,FALSE,23.8436,36.32%
#223325,2/25/2021,2/25/2021,26.88,47.54,US,51.51,0,FALSE,18.5996,39.12%
#223324,2/25/2021,2/25/2021,93.5,100.22,US,108.21,0,TRUE,2.3916,2.39%
#223323,2/25/2021,2/25/2021,25,36.46,US,40.26,0,FALSE,9.8496,27.01%
#223322,2/25/2021,2/25/2021,44,76.51,US,82.06,0,TRUE,29.2276,38.20%
#223321,2/25/2021,2/25/2021,18.5,35.71,US,39.68,0,FALSE,15.6228,43.75%
#223320,2/25/2021,2/25/2021,6.55,89.02,US,95.47,0,TRUE,78.6512,88.35%
#223319,2/25/2021,2/25/2021,12.5,22.98,US,26.43,0,FALSE,9.4228,41.00%
#223318,2/25/2021,2/25/2021,42,78.92,US,78.92,0,TRUE,33.7632,42.78%
#223317,2/25/2021,2/25/2021,24.76,45.08,US,52.75,0,FALSE,18.21,40.39%
#223316,2/25/2021,2/25/2021,22.5,37.26,US,41.23,0,FALSE,13.1108,35.19%
#223315,2/25/2021,2/25/2021,43.75,69.4,US,77.39,0,FALSE,22.5544,32.50%
#223314,2/25/2021,2/25/2021,66,84.73,US,84.73,0,TRUE,15.3408,18.11%
#223313,2/25/2021,2/25/2021,32.5,56.52,US,59.97,0,FALSE,21.6212,38.25%
#223311,2/25/2021,2/25/2021,16.5,25.52,US,29.11,0,FALSE,7.8556,30.78%
#223310,2/25/2021,2/25/2021,49.5,63.71,US,72.79,0,FALSE,11.2984,17.73%
#223309,2/25/2021,2/25/2021,8.5,14.89,US,18.57,0,FALSE,5.6472,37.93%
#223308,2/25/2021,2/25/2021,21.25,38.53,US,46.52,0,FALSE,15.4192,40.02%
#223307,2/25/2021,2/25/2021,30.5,51.88,US,56.21,0,FALSE,19.1316,36.88%
#223306,2/25/2021,2/25/2021,21,30.84,US,35.66,0,FALSE,8.4136,27.28%
#223305,2/25/2021,2/25/2021,17.85,40.76,US,47.54,0,FALSE,21.0084,51.54%
#223304,2/25/2021,2/25/2021,25.53,54.34,US,58.14,0,FALSE,26.4844,48.74%
#223303,2/25/2021,2/25/2021,24,52.49,US,58.47,0,FALSE,26.1512,49.82%
#223302,2/25/2021,2/25/2021,18.5,39.91,US,43.88,0,FALSE,19.6548,49.25%
#223301,2/25/2021,2/25/2021,28,41.84,US,45.81,0,FALSE,12.0076,28.70%
#223300,2/25/2021,2/25/2021,14.5,28.59,US,33.1,0,FALSE,12.766,44.65%
#223299,2/25/2021,2/25/2021,91.75,163.42,US,163.42,0,TRUE,65.1332,39.86%
#223298,2/25/2021,2/25/2021,18,36.17,US,40.41,0,FALSE,16.5536,45.77%
#223297,2/25/2021,2/25/2021,21.59,37.97,US,41.94,0,FALSE,14.7024,38.72%
#223296,2/25/2021,2/25/2021,6.5,12.09,US,15.41,0,FALSE,4.9736,41.14%
#223295,2/25/2021,2/25/2021,34.6,77.37,US,77.37,0,TRUE,39.6752,51.28%
#223294,2/25/2021,2/25/2021,14,26.8,US,32.56,0,FALSE,11.4976,42.90%
#223293,2/25/2021,2/25/2021,12,25,US,29.67,0,FALSE,11.8132,47.25%
#223292,2/25/2021,2/25/2021,12.25,25.91,US,29.12,0,FALSE,12.4952,48.23%
#223291,2/25/2021,2/25/2021,5.25,24.21,US,27.8,0,FALSE,17.848,73.72%
#223290,2/25/2021,2/25/2021,45.5,81.38,US,81.38,0,TRUE,32.6248,40.09%
#223289,2/25/2021,2/25/2021,11.5,19.82,US,23.41,0,FALSE,7.3836,37.25%
#223288,2/25/2021,2/25/2021,72.5,127.59,US,127.59,0,TRUE,49.9864,39.18%
#223287,2/25/2021,2/25/2021,5.1,14.19,US,17.78,0,FALSE,8.3788,59.05%
#223286,2/25/2021,2/25/2021,21.44,35.36,US,40.18,0,FALSE,12.3128,34.82%
#223285,2/25/2021,2/25/2021,29.25,126.97,US,126.97,0,TRUE,92.6412,72.96%
#223284,2/25/2021,2/25/2021,7.5,14.73,US,18.05,0,FALSE,6.508,44.18%
#223283,2/25/2021,2/25/2021,17,28.2,US,38.23,0,FALSE,9.6708,34.29%
#223282,2/25/2021,2/25/2021,14,40.92,US,44.89,0,FALSE,25.1244,61.40%
#223281,2/25/2021,2/25/2021,18.15,40.15,US,44.12,0,FALSE,20.2352,50.40%
#223280,2/25/2021,2/25/2021,60.5,104.18,US,104.18,0,TRUE,39.5128,37.93%
#223279,2/25/2021,2/25/2021,15,26.18,US,29.77,0,FALSE,9.9892,38.16%
#223278,2/25/2021,2/25/2021,53,61.74,US,65.71,0,FALSE,6.1116,9.90%
#223277,2/25/2021,2/25/2021,66.5,117.08,US,117.08,0,TRUE,45.8968,39.20%
#223276,2/25/2021,2/25/2021,21.2,40.41,US,44.38,0,FALSE,17.4348,43.14%
#223275,2/25/2021,2/25/2021,37.5,50.95,US,55.77,0,FALSE,11.2192,22.02%
#223274,2/25/2021,2/25/2021,30.83,55.07,US,59.89,0,FALSE,21.8444,39.67%
#223273,2/25/2021,2/25/2021,47,75.13,US,79.95,0,TRUE,24.932,33.19%
#223272,2/25/2021,2/25/2021,130,184.21,US,184.21,0,TRUE,46.8416,25.43%
#223271,2/25/2021,2/25/2021,11,23.48,US,27.07,0,FALSE,11.3972,48.54%
#223270,2/25/2021,2/25/2021,18.5,32.82,US,36.41,0,FALSE,12.8636,39.19%
#223269,2/25/2021,2/25/2021,26,39.44,US,47.43,0,FALSE,11.5428,29.27%
#223268,2/25/2021,2/25/2021,71.15,141.55,US,141.55,0,TRUE,64.738,45.74%
#223267,2/25/2021,2/25/2021,80.99,113.24,US,113.24,0,TRUE,27.7204,24.48%
#223266,2/25/2021,2/25/2021,0,27.34,US,35.33,0,FALSE,25.9268,94.83%
#223265,2/25/2021,2/25/2021,67.5,98.92,OM,122.69,0,TRUE,26.5124,26.80%
#223264,2/25/2021,2/25/2021,12.5,23.48,US,27.07,0,FALSE,9.8972,42.15%
#223263,2/25/2021,2/25/2021,44.9,82.8,US,82.8,0,TRUE,34.588,41.77%
#223262,2/25/2021,2/25/2021,22,32.28,US,37.1,0,FALSE,8.796,27.25%
#223261,2/25/2021,2/25/2021,30.5,43.06,US,51.05,0,FALSE,10.518,24.43%
#223260,2/25/2021,2/25/2021,14,25.13,US,28.34,0,FALSE,9.9964,39.78%
#223259,2/25/2021,2/25/2021,12,23.58,US,31.57,0,FALSE,10.3172,43.75%
#223258,2/25/2021,2/25/2021,60,72.57,US,80.56,0,FALSE,9.3476,12.88%
#223257,2/25/2021,2/25/2021,11.5,26.8,US,30.39,0,FALSE,14.0844,52.55%
#223256,2/25/2021,2/25/2021,40.8,73.44,US,81.43,0,FALSE,29.3828,40.01%
#223255,2/25/2021,2/25/2021,24.09,45.95,US,49.92,0,FALSE,19.8632,43.23%
#223254,2/25/2021,2/25/2021,60,72.71,US,80.7,0,FALSE,9.482,13.04%
#223253,2/25/2021,2/25/2021,66,113.28,US,124.04,0,TRUE,42.3184,37.36%
#223252,2/25/2021,2/25/2021,11.43,19.28,US,23.95,0,FALSE,6.892,35.75%
#223251,2/25/2021,2/25/2021,25,47.28,US,51.25,0,FALSE,20.23,42.79%
#223250,2/25/2021,2/25/2021,5.5,12.23,US,16.44,0,FALSE,6.0724,49.65%
#223249,2/25/2021,2/25/2021,28.23,52.18,US,56.15,0,FALSE,21.704,41.59%
#223248,2/25/2021,2/25/2021,14,26.78,US,30.37,0,FALSE,11.5652,43.19%
#223247,2/25/2021,2/25/2021,77.5,110.32,US,110.32,0,TRUE,28.4072,25.75%
#223246,2/25/2021,2/25/2021,8,13.29,US,16.97,0,FALSE,4.6112,34.70%
#223245,2/25/2021,2/25/2021,17.2,33.96,US,38.78,0,FALSE,15.2088,44.78%
#223244,2/25/2021,2/25/2021,40.2,58.62,US,64.78,0,FALSE,15.8288,27.00%
#223243,2/25/2021,2/25/2021,14.5,28.59,US,32.18,0,FALSE,12.8028,44.78%
#223242,2/25/2021,2/25/2021,15.64,126.95,US,134.94,0,TRUE,105.9124,83.43%
#223241,2/25/2021,2/25/2021,11,23.48,US,26.8,0,FALSE,11.408,48.59%
#223240,2/25/2021,2/25/2021,46.3,92.14,US,96.47,0,TRUE,41.9812,45.56%
#223239,2/25/2021,2/25/2021,27.8,48.82,US,52.79,0,FALSE,18.9084,38.73%
#223238,2/25/2021,2/25/2021,15,26.73,US,30.35,0,FALSE,10.516,39.34%
#223237,2/25/2021,2/25/2021,68,129.29,US,135.27,0,TRUE,55.8792,43.22%
#223236,2/25/2021,2/25/2021,0,26.58,US,34.57,0,FALSE,25.1972,94.80%
#223235,2/25/2021,2/25/2021,33.35,57.84,US,62.51,0,FALSE,21.9896,38.02%
#223234,2/25/2021,2/25/2021,12.35,27.28,US,30.73,0,FALSE,13.7008,50.22%
#223233,2/25/2021,2/25/2021,47.5,85.52,US,101.64,0,TRUE,33.9544,39.70%
#223232,2/25/2021,2/25/2021,25.25,35.4,US,43.39,0,FALSE,8.4144,23.77%
#223231,2/25/2021,2/25/2021,60.5,225.94,HK,244.94,0,TRUE,155.6424,68.89%
#223230,2/25/2021,2/25/2021,36,87.83,US,87.83,0,TRUE,48.3168,55.01%
#223229,2/25/2021,2/25/2021,15,27.84,US,31.81,0,FALSE,11.5676,41.55%
#223228,2/25/2021,2/25/2021,23,28.38,US,32.18,0,FALSE,4.0928,14.42%
#223227,2/25/2021,2/25/2021,37.5,52.02,US,60.01,0,FALSE,12.1196,23.30%
#223226,2/25/2021,2/25/2021,175,132.89,US,132.89,0,TRUE,-47.4256,-35.69%
#223225,2/25/2021,2/25/2021,14.3,49.85,US,53.82,0,FALSE,33.3972,67.00%
#223224,2/25/2021,2/25/2021,55.6,119.61,US,119.61,0,TRUE,59.2256,49.52%
#223223,2/25/2021,2/25/2021,12.75,28.37,US,32.34,0,FALSE,14.3264,50.50%
#223222,2/25/2021,2/25/2021,52.8,87.27,US,87.27,0,TRUE,30.9792,35.50%
#223221,2/25/2021,2/25/2021,27.3,45.75,US,49.72,0,FALSE,16.4612,35.98%
#223220,2/25/2021,2/25/2021,12.5,22.98,US,26.57,0,FALSE,9.4172,40.98%
#223219,2/25/2021,2/25/2021,7,39.67,US,43.26,0,FALSE,30.9396,77.99%
#223218,2/25/2021,2/25/2021,0,21.98,US,25.3,0,FALSE,20.968,95.40%
#223217,2/25/2021,2/25/2021,0,55.19,US,60.01,0,FALSE,52.7896,95.65%
#223216,2/25/2021,2/25/2021,17.25,36.69,US,40.66,0,FALSE,17.8136,48.55%
#223215,2/25/2021,2/25/2021,48.52,77.07,US,77.07,0,TRUE,25.4672,33.04%
#223214,2/25/2021,2/25/2021,30.28,96.88,JP,115.83,0,TRUE,61.9668,63.96%
#223213,2/25/2021,2/25/2021,30,92.87,US,92.87,0,TRUE,59.1552,63.70%
#223212,2/25/2021,2/25/2021,22.08,46.09,US,54.37,0,FALSE,21.8352,47.38%
#223211,2/25/2021,2/25/2021,33.98,61.35,US,66.17,0,FALSE,24.7232,40.30%
#223210,2/25/2021,2/25/2021,173.5,289.17,US,289.17,0,TRUE,104.1032,36.00%
#223209,2/25/2021,2/25/2021,3.5,14.24,US,17.39,0,FALSE,10.0444,70.54%
#223208,2/25/2021,2/25/2021,35.39,55.84,US,59.64,0,FALSE,18.0644,32.35%
#223207,2/25/2021,2/25/2021,44.85,68.73,US,73.06,0,FALSE,20.9576,30.49%
#223206,2/25/2021,2/25/2021,11,23.48,US,28.56,0,FALSE,11.3376,48.29%
#223205,2/25/2021,2/25/2021,45.5,76.17,US,76.17,0,TRUE,27.6232,36.27%
#223204,2/25/2021,2/25/2021,25.98,56.65,US,60.34,0,FALSE,28.2564,49.88%
#223203,2/25/2021,2/25/2021,33,42.48,US,51.38,0,FALSE,7.4248,17.48%
#223202,2/25/2021,2/25/2021,16,26.01,US,32.17,0,FALSE,8.7232,33.54%
#223201,2/25/2021,2/25/2021,22,45.98,US,53.97,0,FALSE,21.8212,47.46%
#223200,2/25/2021,2/25/2021,6.25,12.23,US,15.82,0,FALSE,5.3472,43.72%
#223199,2/25/2021,2/25/2021,29.72,50.56,AU,74.93,0,FALSE,17.8428,35.29%
#223198,2/25/2021,2/25/2021,13,27.68,US,31.27,0,FALSE,13.4292,48.52%
#223197,2/25/2021,2/25/2021,8.45,25.52,US,28.97,0,FALSE,15.9112,62.35%
#223196,2/25/2021,2/25/2021,93,169.64,US,169.64,0,TRUE,69.8544,41.18%
#223195,2/25/2021,2/25/2021,0,92.49,US,116.26,0,TRUE,87.8396,94.97%
#223194,2/25/2021,2/25/2021,14,21.01,US,25.52,0,FALSE,5.9892,28.51%
#223193,2/25/2021,2/25/2021,6.25,12.23,US,20.22,0,FALSE,5.1712,42.28%
#223192,2/25/2021,2/25/2021,65.68,158.59,US,158.59,0,TRUE,86.5664,54.59%
#223191,2/25/2021,2/25/2021,42,58.61,US,66.6,0,FALSE,13.946,23.79%
#223190,2/25/2021,2/25/2021,44.25,65.75,US,73.74,0,FALSE,18.5504,28.21%
#223189,2/25/2021,2/25/2021,12.5,22.98,US,26.13,0,FALSE,9.4348,41.06%
#223188,2/25/2021,2/25/2021,14.69,29.31,US,35.49,0,FALSE,13.2004,45.04%
#223187,2/25/2021,2/25/2021,8.5,265.68,US,265.68,0,TRUE,246.5528,92.80%
#223186,2/25/2021,2/25/2021,20,37.35,US,41.04,0,FALSE,15.7084,42.06%
#223185,2/25/2021,2/25/2021,45,82.24,US,82.24,0,TRUE,33.9504,41.28%
#223184,2/25/2021,2/25/2021,38,78.29,US,78.29,0,TRUE,37.1584,47.46%
#223183,2/25/2021,2/25/2021,59.99,77.88,US,81.85,0,TRUE,14.616,18.77%
#223182,2/25/2021,2/25/2021,14.5,28.32,US,32.29,0,FALSE,12.5284,44.24%
#223181,2/25/2021,2/25/2021,8.75,32.94,US,36.15,0,FALSE,22.744,69.05%
#223180,2/25/2021,2/25/2021,45.75,79.66,US,79.66,0,TRUE,30.7236,38.57%
#223179,2/25/2021,2/25/2021,80.4,168.97,US,168.97,0,TRUE,81.8112,48.42%
#223178,2/25/2021,2/25/2021,36,51.1,US,59.09,0,FALSE,12.7364,24.92%
#223177,2/25/2021,2/25/2021,17,33.95,US,43.03,0,FALSE,15.2288,44.86%
#223176,2/25/2021,2/25/2021,7,13.09,US,16.41,0,FALSE,5.4336,41.51%
#223175,2/25/2021,2/25/2021,42,81.9,US,89.89,0,TRUE,36.3044,44.33%
#223174,2/25/2021,2/25/2021,60,122.48,US,130.47,0,TRUE,57.2612,46.75%
#223173,2/25/2021,2/25/2021,25.25,48.06,US,64.25,0,FALSE,20.24,42.11%
#223172,2/25/2021,2/25/2021,13.75,28.18,US,31.98,0,FALSE,13.1508,46.67%
#223171,2/25/2021,2/25/2021,42,73.04,US,81.03,0,FALSE,27.7988,38.06%
#223170,2/25/2021,2/25/2021,57.75,86.39,US,86.39,0,TRUE,25.1844,29.15%
#223169,2/25/2021,2/25/2021,13.6,41.72,US,49.71,0,FALSE,26.1316,62.64%
#223168,2/25/2021,2/25/2021,22.2,40.32,US,47.07,0,FALSE,16.2372,40.27%
#223167,2/25/2021,2/25/2021,15.22,27.42,US,35.41,0,FALSE,10.7836,39.33%
#223166,2/25/2021,2/25/2021,34.75,63.53,US,68.04,0,FALSE,26.0584,41.02%
#223165,2/25/2021,2/25/2021,23,43.08,US,51.07,0,FALSE,18.0372,41.87%
#223164,2/25/2021,2/25/2021,0,127.11,US,127.11,0,TRUE,122.0256,96.00%
#223163,2/25/2021,2/25/2021,13.6,26.57,US,29.89,0,FALSE,11.7744,44.31%
#223162,2/25/2021,2/25/2021,15.5,26.66,US,29.81,0,FALSE,9.9676,37.39%
#223161,2/25/2021,2/25/2021,12.5,22.98,US,26.3,0,FALSE,9.428,41.03%
#223160,2/25/2021,2/25/2021,27.43,50.95,US,58.94,0,FALSE,21.1624,41.54%
#223159,2/25/2021,2/25/2021,15.18,22.98,US,26.43,0,FALSE,6.7428,29.34%
#223158,2/25/2021,2/25/2021,15,23.33,US,26.78,0,FALSE,7.2588,31.11%
#223157,2/25/2021,2/25/2021,15.75,31.28,US,36.87,0,FALSE,14.0552,44.93%
#223156,2/25/2021,2/25/2021,37,78.3,US,78.3,0,TRUE,38.168,48.75%
#223155,2/25/2021,2/25/2021,7.56,12.99,US,16.58,0,FALSE,4.7668,36.70%
#223154,2/25/2021,2/25/2021,52.83,90.15,US,90.15,0,TRUE,33.714,37.40%
#223153,2/25/2021,2/25/2021,34.4,59.55,US,64.37,0,FALSE,22.5752,37.91%
#223152,2/25/2021,2/25/2021,27.79,44.97,US,48.94,0,FALSE,15.2224,33.85%
#223151,2/25/2021,2/25/2021,0,22.78,US,26.23,0,FALSE,21.7308,95.39%
#223150,2/25/2021,2/25/2021,12,27.3,US,35.29,0,FALSE,13.8884,50.87%
#223149,2/25/2021,2/25/2021,16.5,31.38,US,35.07,0,FALSE,13.4772,42.95%
#223148,2/25/2021,2/25/2021,14.35,24.22,US,29.92,0,FALSE,8.6732,35.81%
#223147,2/25/2021,2/25/2021,15.5,23.17,US,26.32,0,FALSE,6.6172,28.56%
#223146,2/25/2021,2/25/2021,15.25,27.25,US,34.38,0,FALSE,10.6248,38.99%
#223145,2/25/2021,2/25/2021,18,35.86,US,39.66,0,FALSE,16.2736,45.38%
#223144,2/25/2021,2/25/2021,114.48,297.11,AU,326.7,0,TRUE,169.562,57.07%
#223143,2/25/2021,2/25/2021,34,50.4,US,58.39,0,FALSE,14.0644,27.91%
#223142,2/25/2021,2/25/2021,19.15,40.25,US,43.93,0,FALSE,19.3428,48.06%
#223141,2/25/2021,2/25/2021,11.75,24.2,US,27.52,0,FALSE,11.3492,46.90%
#223140,2/25/2021,2/25/2021,34,55.31,US,65.14,0,FALSE,18.7044,33.82%
#223139,2/25/2021,2/25/2021,13.5,27.79,US,31.38,0,FALSE,13.0348,46.90%
#223138,2/25/2021,2/25/2021,11.65,54.61,US,62.6,0,FALSE,40.456,74.08%
#223137,2/25/2021,2/25/2021,25,138.08,US,138.08,0,TRUE,107.5568,77.89%
#223136,2/25/2021,2/25/2021,22,70.48,US,75.3,0,FALSE,45.468,64.51%
#223135,2/25/2021,2/25/2021,1,6.17,US,9.76,0,FALSE,4.7796,77.47%
#223134,2/25/2021,2/25/2021,6,12.28,US,15.87,0,FALSE,5.6452,45.97%
#223133,2/25/2021,2/25/2021,36.49,61.74,US,66.25,0,FALSE,22.6,36.61%
#223132,2/25/2021,2/25/2021,6.8,18.99,US,22.31,0,FALSE,11.2976,59.49%
#223131,2/25/2021,2/25/2021,30,54.93,US,62.92,0,FALSE,22.4132,40.80%
#223130,2/25/2021,2/25/2021,14,22.37,US,26.88,0,FALSE,7.2948,32.61%
